date,north,middle,south,total,redzone
20120621,0.0095,0.0045,0,0.014,0.0006
20120622,0.0145,0.0057,0.0022,0.0224,0.0018
20120623,0.0183,0.008,0.003,0.0293,0.0038
20120624,0.0163,0.0117,0.0015,0.0295,0.002
20120625,0.0152,0.0199,0,0.0351,0.0004
20120626,0.0142,0.0316,0,0.0458,0
20120627,0.0093,0.0458,0,0.0551,0.001
20120628,0.005,0.0583,0,0.0633,0.0225
20120629,0.0031,0.0659,0,0.069,0.0519
20120630,0.0018,0.0588,0,0.0606,0.0313
20120701,0.0043,0.0512,0,0.0555,0.0126
20120702,0.0037,0.033,0,0.0367,0.004
20120703,0.0017,0.0172,0,0.0189,0.0016
20120704,0.001,0.0189,0.0009,0.0208,0.002
20120705,0.0027,0.0193,0.0002,0.0222,0.0046
20120706,0.0021,0.0198,0.0005,0.0224,0.013
20120707,0.0015,0.0181,0.0002,0.0198,0.011
20120708,0,0.0124,0,0.0124,0.002
20120709,0,0.0057,0,0.0057,0
20120710,0,0.0014,0,0.0014,0
20120711,0,0.0011,0.0011,0.0022,0
20120712,0,0.0055,0.0023,0.0078,0.0004
20120713,0,0.0112,0.0013,0.0125,0.0074
20120714,0,0.0087,0.002,0.0107,0.0068
20120715,0,0.0108,0,0.0108,0.003
20120716,0,0.013,0,0.013,0
20120717,0.001,0.0117,0,0.0127,0.0006
20120718,0.0046,0.0159,0.0001,0.0206,0.0008
20120719,0.0085,0.0163,0.0005,0.0253,0.007
20120720,0.0103,0.0131,0.0005,0.0239,0.009
20120721,0.0094,0.0157,0.0004,0.0255,0
20120722,0.0135,0.022,0.0008,0.0363,0.0024
20120723,0.0146,0.0261,0.0006,0.0413,0.0002
20120724,0.0063,0.0322,0,0.0385,0.01
20120725,0.0025,0.0363,0,0.0388,0.0285
20120726,0.0003,0.0308,0,0.0311,0.0215
20120727,0,0.0298,0,0.0298,0.0084
20120728,0,0.0299,0,0.0299,0.0118
20120729,0,0.0187,0,0.0187,0.0076
20120730,0,0.0103,0,0.0103,0.0026
20120731,0,0.0088,0,0.0088,0.0024
20120801,0,0.0035,0,0.0035,0.0008
20120802,0,0.0026,0,0.0026,0.0002
20120803,0,0.0012,0,0.0012,0.0004
20120804,0,0.0011,0,0.0011,0
20120805,0,0.007,0,0.007,0.0044
20120806,0,0.0103,0,0.0103,0.0098
20120807,0,0.0061,0,0.0061,0.0016
20120808,0,0.0044,0.0002,0.0046,0.0006
20120809,0,0.0045,0.0001,0.0046,0.0032
20120810,0,0.0063,0.0002,0.0065,0.0038
20120811,0,0.0085,0,0.0085,0.0014
20120812,0,0.0105,0,0.0105,0
20120813,0,0.0178,0.0001,0.0179,0.0006
20120814,0,0.0222,0.0004,0.0226,0.0046
20120815,0.0014,0.0215,0.0029,0.0258,0.018
20120816,0.0011,0.0162,0.008,0.0253,0.01
20120817,0.0029,0.0142,0.0089,0.026,0.0002
20120818,0.0043,0.0122,0.0088,0.0253,0.0008
20120819,0.0021,0.0163,0.0083,0.0267,0.0002
20120820,0.0007,0.0247,0.0072,0.0326,0
20120821,0,0.028,0.0042,0.0322,0.0192
20120822,0,0.0292,0.0005,0.0297,0.0265
20120823,0.0002,0.0318,0,0.032,0.0102
20120824,0.0002,0.0287,0,0.0289,0.0078
20120825,0.0004,0.017,0,0.0174,0.0062
20120826,0,0.0089,0,0.0089,0.0028
20120827,0,0.0067,0,0.0067,0.0022
20120828,0.0003,0.0056,0,0.0059,0.001
20120829,0.0002,0.0015,0,0.0017,0
20120830,0.0001,0.0001,0.0002,0.0004,0
20120831,0,0.0003,0.0001,0.0004,0
20120901,0,0.0009,0.0001,0.001,0
20120902,0,0.0005,0,0.0005,0.0006
20120903,0.0001,0.0063,0,0.0064,0.001
20120904,0,0.0058,0,0.0058,0.0036
20120905,0,0.0073,0,0.0073,0.0018
20120906,0,0.0068,0,0.0068,0
20120907,0,0.0077,0,0.0077,0.0062
20120908,0,0.0052,0.0002,0.0054,0.0052
20120909,0,0.0079,0.0018,0.0097,0.0008
20120910,0,0.0112,0.0031,0.0143,0.0024
20120911,0.0003,0.0073,0.0026,0.0102,0.0006
20120912,0,0.0106,0.0038,0.0144,0.0042
20120913,0,0.0132,0.0088,0.022,0.0052
20120914,0,0.017,0.0113,0.0283,0.002
20120915,0,0.0161,0.0126,0.0287,0.0016
20120916,0,0.0149,0.0111,0.026,0.0034
20120917,0,0.0179,0.008,0.0259,0.015
20120918,0,0.0226,0.0036,0.0262,0.014
20120919,0,0.0243,0,0.0243,0.0088
20120920,0,0.0194,0,0.0194,0.0098
20120921,0,0.0137,0,0.0137,0.003
20120922,0,0.0055,0,0.0055,0
20120923,0,0.0039,0,0.0039,0
20120924,0.0008,0.0002,0,0.001,0
20120925,0,0.0002,0,0.0002,0
20120926,0,0.0006,0,0.0006,0.0002
20120927,0.0008,0.0012,0,0.002,0.0012
20120928,0.0003,0.0001,0,0.0004,0
20120929,0.0003,0,0,0.0003,0
20120930,0.0017,0.0029,0,0.0046,0
20121001,0.0003,0.0008,0,0.0011,0
20121002,0,0.006,0,0.006,0
20121003,0,0.0144,0.0001,0.0145,0
20121004,0.0003,0.0169,0.0004,0.0176,0.0128
20121005,0.0003,0.0208,0.002,0.0231,0.018
20121006,0,0.0217,0.0026,0.0243,0.0016
20121007,0,0.0226,0.0003,0.0229,0
20121008,0,0.027,0.0007,0.0277,0.0014
20121009,0,0.0315,0,0.0315,0.0098
20121010,0.0001,0.036,0.001,0.0371,0.0237
20121011,0,0.0313,0.0021,0.0334,0.0104
20121012,0.0001,0.0255,0.002,0.0276,0.0024
20121013,0,0.0198,0.0036,0.0234,0.009
20121014,0,0.0115,0.0032,0.0147,0.008
20121015,0,0.0077,0.0028,0.0105,0
20121016,0,0.0057,0.0019,0.0076,0.002
20121017,0,0.0059,0,0.0059,0.0052
20121018,0,0.0016,0,0.0016,0.0016
20121019,0,0.0006,0,0.0006,0
20121020,0,0.0007,0,0.0007,0
20121021,0,0.0026,0,0.0026,0
20121022,0.0001,0.0057,0,0.0058,0
20121023,0,0.0091,0,0.0091,0.0066
20121024,0,0.0109,0.0006,0.0115,0.0088
20121025,0,0.0101,0,0.0101,0.003
20121026,0,0.0054,0,0.0054,0
20121027,0.0003,0.0024,0,0.0027,0
20121028,0,0.0016,0,0.0016,0
20121029,0.0017,0.004,0,0.0057,0.0002
20121030,0.0046,0.0079,0.0003,0.0128,0.0018
20121031,0.0035,0.0114,0.0006,0.0155,0.0108
20121101,0.0042,0.0125,0.0001,0.0168,0.0074
20121102,0.0015,0.0113,0.0006,0.0134,0
20121103,0.0007,0.0126,0.0004,0.0137,0.0034
20121104,0.0001,0.0078,0,0.0079,0.0036
20121105,0,0.0042,0,0.0042,0.0004
20121106,0,0.0023,0.0003,0.0026,0.0008
20121107,0,0.0023,0.0002,0.0025,0
20121108,0,0.0073,0,0.0073,0.0016
20121109,0,0.0163,0.0026,0.0189,0.0142
20121110,0,0.0101,0,0.0101,0.0068
20121111,0,0.0065,0.0014,0.0079,0.0054
20121112,0,0.0056,0.0032,0.0088,0.0022
20121113,0,0.0035,0.0058,0.0093,0
20121114,0,0.0018,0.0051,0.0069,0.0004
20121115,0,0.0005,0.0039,0.0044,0.0004
20121116,0,0,0.0015,0.0015,0
20121117,0,0.0071,0,0.0071,0.0012
20121118,0,0,0,0,0
20121119,0.0011,0.0019,0.0001,0.0031,0
20121120,0.0014,0.0039,0.0001,0.0054,0.0022
20121121,0.0018,0.0052,0.0007,0.0077,0.001
20121122,0.0047,0.0075,0.0015,0.0137,0.0002
20121123,0.0058,0.0057,0.0013,0.0128,0
20121124,0.0062,0.0047,0.0002,0.0111,0
20121125,0.007,0.0059,0.0002,0.0131,0
20121126,0.0011,0.0164,0.0004,0.0179,0.0164
20121127,0,0.0166,0.0003,0.0169,0.0142
20121128,0.0003,0.0131,0,0.0134,0.0008
20121129,0.001,0.01,0.0001,0.0111,0.0002
20121130,0.0023,0.0048,0.0001,0.0072,0.0002
20121201,0,0.0002,0,0.0002,0
20121202,0,0.0004,0,0.0004,0.0002
20121203,0.0002,0.0017,0,0.0019,0
20121204,0,0.0007,0.0011,0.0018,0.0002
20121205,0,0.0096,0.0022,0.0118,0.0088
20121206,0.0001,0.0087,0.0019,0.0107,0.0016
20121207,0,0.0113,0.0007,0.012,0.003
20121208,0.0004,0.014,0.0003,0.0147,0.0016
20121209,0.0014,0.0198,0.0038,0.025,0.0078
20121210,0.0005,0.0218,0.0075,0.0298,0.0062
20121211,0.0006,0.0215,0.0118,0.0339,0.0024
20121212,0,0.0182,0.0136,0.0318,0.0048
20121214,0,0.0163,0.0096,0.0259,0.0052
20121215,0,0.0149,0.0089,0.0238,0
20121216,0,0.0129,0.0042,0.0171,0
20121217,0.0001,0.0099,0.0014,0.0114,0.0006
20121218,0,0.0047,0.0018,0.0065,0.0034
20121219,0.001,0.0045,0.0028,0.0083,0.0014
20121220,0.0001,0.0062,0.0031,0.0094,0
20121221,0,0.0027,0.0033,0.006,0
20121222,0,0.0109,0.0045,0.0154,0.0108
20121223,0,0.0197,0.0061,0.0258,0.0174
20121224,0,0.0176,0.0072,0.0248,0.0058
20121225,0.0004,0.0094,0.0071,0.0169,0.001
20121226,0,0.0071,0.0096,0.0167,0.0058
20121227,0,0.0113,0.0094,0.0207,0.009
20121228,0,0.0037,0.0074,0.0111,0
20121229,0,0.0004,0.0033,0.0037,0
20121230,0,0,0.0004,0.0004,0
20121231,0.0002,0.0015,0.0003,0.002,0
20130101,0.0002,0.0035,0,0.0037,0
20130102,0,0.0068,0,0.0068,0.0032
20130103,0,0.0116,0,0.0116,0.0058
20130104,0,0.0144,0.0001,0.0145,0.0046
20130105,0.0023,0.0198,0,0.0221,0.0082
20130106,0.002,0.0159,0.0007,0.0186,0.0016
20130107,0.0012,0.0143,0.001,0.0165,0.0024
20130108,0,0.0084,0.0012,0.0096,0.0036
20130109,0,0.0075,0.0018,0.0093,0.0054
20130110,0,0.0062,0.0002,0.0064,0
20130111,0,0.0014,0.0002,0.0016,0
20130112,0,0.0006,0.0008,0.0014,0
20130113,0,0.0015,0.0024,0.0039,0.0002
20130114,0,0.001,0.0019,0.0029,0.001
20130115,0,0,0.0007,0.0007,0
20130116,0,0.0058,0,0.0058,0.0004
20130117,0,0.0001,0.0003,0.0004,0
20130118,0,0.0019,0.0077,0.0096,0.0004
20130119,0,0.0066,0.0122,0.0188,0
20130120,0,0.014,0.0133,0.0273,0.0028
20130121,0,0.0192,0.0134,0.0326,0.0126
20130122,0,0.0168,0.0186,0.0354,0.0098
20130123,0.0006,0.0121,0.0175,0.0302,0.0016
20130124,0,0.0102,0.015,0.0252,0.0014
20130125,0,0.0053,0.0128,0.0181,0.0004
20130126,0,0.0019,0.0066,0.0085,0.001
20130127,0,0.0006,0.0025,0.0031,0.0002
20130128,0,0.0041,0,0.0041,0
20130129,0,0.0144,0,0.0144,0.0022
20130130,0.0004,0.0214,0,0.0218,0.0062
20130131,0.0019,0.0407,0,0.0426,0.011
20130201,0.0045,0.0449,0.0007,0.0501,0.0174
20130202,0.0065,0.0498,0.0017,0.058,0.0188
20130203,0.0075,0.0426,0.0032,0.0533,0.0108
20130204,0.0061,0.0402,0.004,0.0503,0.0016
20130205,0.0036,0.0389,0.0052,0.0477,0.0092
20130206,0.0009,0.0279,0.0071,0.0359,0.0136
20130207,0,0.0177,0.0071,0.0248,0.0032
20130208,0,0.0185,0.007,0.0255,0
20130209,0.0009,0.0121,0.0074,0.0204,0.0008
20130210,0.006,0.0102,0.0057,0.0219,0.0008
20130211,0.0052,0.0051,0.0041,0.0144,0.003
20130212,0.0054,0.0133,0.0051,0.0238,0.0036
20130213,0.0031,0.0072,0.0025,0.0128,0.0008
20130214,0.0032,0.014,0.0017,0.0189,0.0032
20130215,0.0008,0.012,0.0045,0.0173,0.0098
20130216,0,0.0106,0.0092,0.0198,0.0016
20130217,0,0.0145,0.017,0.0315,0.0024
20130218,0.0007,0.0185,0.0176,0.0368,0.0036
20130219,0.0011,0.0104,0.0176,0.0291,0.0052
20130220,0.0006,0.0068,0.0166,0.024,0.0014
20130221,0,0.0027,0.0157,0.0184,0.0006
20130222,0,0.0043,0.0169,0.0212,0
20130223,0,0.0121,0.0191,0.0312,0
20130224,0,0.0248,0.0177,0.0425,0
20130225,0,0.0281,0.0143,0.0424,0.011
20130226,0,0.0326,0.0087,0.0413,0.0132
20130227,0,0.0272,0.0033,0.0305,0.008
20130228,0.0003,0.0282,0,0.0285,0.0072
20130301,0.0061,0.0269,0.0005,0.0335,0.0048
20130302,0.0111,0.0285,0.0021,0.0417,0.009
20130303,0.0182,0.0336,0.0038,0.0556,0.0194
20130304,0.0225,0.0399,0.0053,0.0677,0.0108
20130305,0.0222,0.0319,0.0052,0.0593,0.005
20130306,0.0195,0.0328,0.0058,0.0581,0.01
20130307,0.0134,0.025,0.0075,0.0459,0.005
20130308,0.0053,0.0154,0.0126,0.0333,0.0012
20130309,0.0006,0.0134,0.0092,0.0232,0.0028
20130310,0.0005,0.009,0.0066,0.0161,0.0024
20130311,0.0021,0.008,0.005,0.0151,0.0002
20130312,0.0036,0.0096,0.0039,0.0171,0.0006
20130313,0.0049,0.0137,0.0041,0.0227,0.003
20130314,0.0042,0.0173,0.0026,0.0241,0.0098
20130315,0.0011,0.0214,0,0.0225,0.0136
20130316,0,0.0182,0.0001,0.0183,0.005
20130317,0,0.0167,0.0004,0.0171,0.0036
20130318,0.0003,0.0113,0.0035,0.0151,0.0038
20130319,0.0004,0.0055,0.0038,0.0097,0.0002
20130320,0.0024,0.0015,0.0018,0.0057,0.0008
20130321,0.0021,0.0006,0.0059,0.0086,0
20130322,0.0002,0.0062,0.0083,0.0147,0
20130323,0.0002,0.0154,0.0088,0.0244,0
20130324,0.0038,0.0208,0.0122,0.0368,0.0092
20130325,0.0053,0.0229,0.0113,0.0395,0.0148
20130326,0.0038,0.0198,0.0092,0.0328,0.0126
20130327,0.0031,0.023,0.0051,0.0312,0.0104
20130328,0.0041,0.0166,0.003,0.0237,0.004
20130329,0.0056,0.0132,0.0009,0.0197,0
20130330,0.0088,0.0188,0.0011,0.0287,0.0034
20130331,0.013,0.0305,0.0003,0.0438,0.0086
20130401,0.0127,0.0333,0.0002,0.0462,0.0072
20130402,0.0156,0.0344,0.0016,0.0516,0.01
20130403,0.0163,0.0329,0.0013,0.0505,0.0098
20130404,0.0103,0.0239,0.0029,0.0371,0.009
20130405,0.0054,0.0141,0.0033,0.0228,0.0024
20130406,0.0019,0.0033,0.0021,0.0073,0.0014
20130407,0.0016,0.0055,0.0065,0.0136,0
20130408,0.0004,0.0042,0.005,0.0096,0.0012
20130409,0,0.0039,0.0053,0.0092,0.0006
20130410,0.0002,0.0037,0.0066,0.0105,0.003
20130411,0.0007,0.0042,0.0051,0.01,0.002
20130412,0,0.0031,0.0023,0.0054,0
20130413,0.0017,0.0041,0.0002,0.006,0.001
20130414,0.0061,0.0069,0,0.013,0.0006
20130415,0.0113,0.0081,0,0.0194,0
20130416,0.0136,0.0089,0.0043,0.0268,0.004
20130417,0.0117,0.0161,0.0113,0.0391,0.0046
20130418,0.0099,0.0387,0.0162,0.0648,0
20130419,0.0063,0.0584,0.0223,0.087,0.0016
20130420,0.0022,0.0757,0.0248,0.1027,0.0162
20130421,0.0015,0.078,0.0269,0.1064,0.0289
20130422,0.0019,0.0685,0.0283,0.0987,0.0267
20130423,0.0017,0.0637,0.0268,0.0922,0.0373
20130424,0.0026,0.0326,0.0219,0.0571,0.0056
20130425,0.0002,0.0176,0.0151,0.0329,0
20130426,0.0009,0.0174,0.0174,0.0357,0
20130427,0.0014,0.0093,0.0035,0.0142,0.003
20130428,0.0002,0.0203,0,0.0205,0.0132
20130429,0,0.0242,0,0.0242,0.0036
20130430,0,0.0267,0.0003,0.027,0.0082
20130501,0,0.0277,0.0002,0.0279,0.0138
20130502,0.0005,0.0251,0.0002,0.0258,0.017
20130504,0.002,0.0211,0,0.0231,0
20130505,0.0037,0.0123,0,0.016,0.0002
20130506,0.0018,0.0037,0,0.0055,0
20130507,0.0021,0.0004,0,0.0025,0
20130508,0.0015,0.011,0,0.0125,0.0108
20130509,0.001,0.0062,0,0.0072,0.0062
20130510,0.0015,0.0083,0,0.0098,0
20130511,0.0014,0.0067,0.0005,0.0086,0.0004
20130512,0.0018,0.0089,0.0009,0.0116,0.004
20130513,0.0015,0.008,0.0002,0.0097,0.0032
20130514,0.0017,0.005,0,0.0067,0
20130515,0.0001,0.0008,0.0005,0.0014,0.0008
20130516,0,0.0012,0.0065,0.0077,0
20130517,0,0.0053,0.0104,0.0157,0
20130518,0.0003,0.01,0.0108,0.0211,0
20130519,0.0039,0.0215,0.0083,0.0337,0.0076
20130520,0.0086,0.0232,0.009,0.0408,0.006
20130521,0.0144,0.0247,0.008,0.0471,0.0056
20130522,0.0193,0.023,0.0061,0.0484,0.0066
20130523,0.0179,0.0191,0.0062,0.0432,0.0086
20130524,0.0185,0.0195,0.0011,0.0391,0.002
20130525,0.0155,0.0245,0.0057,0.0457,0.0004
20130526,0.0107,0.0392,0.0026,0.0525,0
20130527,0.0059,0.049,0.0011,0.056,0.0042
20130528,0.0008,0.0587,0,0.0595,0.0375
20130529,0.0001,0.0631,0,0.0632,0.0539
20130530,0.0005,0.0551,0,0.0556,0.0241
20130531,0.0012,0.051,0,0.0522,0.007
20130601,0.0044,0.046,0,0.0504,0.0006
20130602,0.0071,0.042,0,0.0491,0.001
20130603,0.0094,0.026,0,0.0354,0.007
20130604,0.0124,0.0243,0,0.0367,0.0162
20130605,0.0065,0.0204,0,0.0269,0.0116
20130606,0.0041,0.0159,0,0.02,0.0032
20130607,0.0054,0.0222,0.0002,0.0278,0.0036
20130608,0.0004,0.0015,0,0.0019,0
20130609,0,0.0016,0,0.0016,0
20130610,0,0.0016,0,0.0016,0
20130611,0,0,0,0,0
20130612,0,0.003,0.0017,0.0047,0
20130613,0.0002,0.0057,0.0032,0.0091,0
20130614,0.0026,0.0184,0.003,0.024,0.0008
20130615,0.0033,0.027,0.0032,0.0335,0.0066
20130616,0.0059,0.0406,0.0007,0.0472,0.0058
20130617,0.0097,0.0521,0.0001,0.0619,0.0086
20130618,0.0147,0.0578,0,0.0725,0.0261
20130619,0.0177,0.0545,0,0.0722,0.0249
20130620,0.0211,0.0549,0,0.076,0.0158
20130621,0.0204,0.0532,0.0015,0.0751,0.0108
20130622,0.0185,0.0599,0.0023,0.0807,0.0078
20130623,0.0161,0.0638,0.0002,0.0801,0.0094
20130624,0.0099,0.0582,0,0.0681,0.0267
20130625,0.009,0.0427,0,0.0517,0.0273
20130626,0.0005,0.0261,0,0.0266,0.0138
20130627,0.0014,0.0202,0,0.0216,0.0004
20130628,0.0056,0.0211,0,0.0267,0
20130629,0.0169,0.0213,0,0.0382,0.0008
20130630,0.0178,0.025,0.0003,0.0431,0.003
20130701,0.0298,0.0362,0.0014,0.0674,0.0114
20130702,0.0311,0.032,0.0019,0.065,0.0126
20130703,0.0227,0.0318,0.0006,0.0551,0.0172
20130704,0.0209,0.0258,0.0001,0.0468,0.0002
20130705,0.0137,0.0158,0.0008,0.0303,0.0004
20130706,0.0043,0.0151,0.0007,0.0201,0.0014
20130707,0.0023,0.0071,0,0.0094,0.0012
20130708,0.0001,0.0001,0,0.0002,0
20130709,0.0007,0.0007,0.0013,0.0027,0
20130710,0.0002,0.0012,0.0023,0.0037,0.0002
20130711,0.0008,0.008,0.0012,0.01,0.0002
20130712,0.0001,0.0169,0,0.017,0.0004
20130713,0.0016,0.0356,0.0009,0.0381,0.0068
20130714,0.0022,0.0481,0.0001,0.0504,0.009
20130715,0.0002,0.0581,0,0.0583,0.0144
20130716,0.0008,0.0632,0,0.064,0.0251
20130717,0.0018,0.0693,0,0.0711,0.0323
20130718,0.0023,0.0798,0.0019,0.084,0.0307
20130719,0.0012,0.0812,0.0041,0.0865,0.0261
20130720,0.0007,0.0869,0.0064,0.094,0.0202
20130721,0.0001,0.0741,0.0108,0.085,0.0333
20130722,0,0.0505,0.008,0.0585,0.0255
20130723,0,0.0369,0.0051,0.042,0.006
20130724,0,0.0193,0.0031,0.0224,0.0032
20130725,0,0.0162,0,0.0162,0.0002
20130726,0.0005,0.0134,0,0.0139,0.0002
20130727,0.0013,0.0189,0,0.0202,0.0014
20130728,0.0039,0.0323,0.0019,0.0381,0.0008
20130729,0.0063,0.0386,0.0069,0.0518,0.013
20130730,0.0037,0.0378,0.0096,0.0511,0.0245
20130731,0.0027,0.0291,0.0115,0.0433,0.0102
20130801,0.001,0.0241,0.0117,0.0368,0.0004
20130802,0.0011,0.0238,0.0114,0.0363,0.0014
20130803,0.0012,0.0148,0.0067,0.0227,0.0002
20130804,0.0009,0.0049,0.0014,0.0072,0.004
20130805,0.0002,0.0041,0,0.0043,0.002
20130806,0,0.0034,0,0.0034,0
20130807,0,0.0002,0.0001,0.0003,0
20130808,0,0.0066,0,0.0066,0.0002
20130809,0,0.0185,0,0.0185,0.0018
20130810,0.0012,0.0324,0,0.0336,0.003
20130811,0.0057,0.0572,0.0004,0.0633,0.0128
20130812,0.0055,0.059,0.0013,0.0658,0.0188
20130813,0.0043,0.066,0,0.0703,0.0315
20130814,0.0011,0.0702,0,0.0713,0.0313
20130815,0.0004,0.0675,0.0007,0.0686,0.0261
20130816,0.0001,0.0616,0.0017,0.0634,0.014
20130817,0.0035,0.0569,0.0028,0.0632,0.014
20130818,0.0001,0.036,0.005,0.0411,0.0192
20130819,0,0.0213,0.0043,0.0256,0.0032
20130820,0,0.0201,0.0056,0.0257,0.0026
20130821,0,0.0224,0.0014,0.0238,0.0132
20130822,0,0.0196,0,0.0196,0.0146
20130823,0,0.0246,0.0001,0.0247,0.0024
20130824,0,0.0275,0.0002,0.0277,0
20130825,0,0.0309,0.001,0.0319,0.005
20130826,0,0.0361,0.0014,0.0375,0.0267
20130827,0.0003,0.0324,0.0023,0.035,0.0237
20130828,0,0.0327,0.0028,0.0355,0.0058
20130829,0.0002,0.0293,0.0072,0.0367,0.0016
20130830,0.0001,0.0172,0.0064,0.0237,0.006
20130831,0,0.017,0.0062,0.0232,0.0144
20130901,0.0021,0.0185,0.006,0.0266,0.0092
20130902,0.0079,0.0163,0.0028,0.027,0.0002
20130903,0.0141,0.0097,0,0.0238,0.0004
20130904,0.0114,0.0125,0,0.0239,0.0052
20130905,0.0083,0.0154,0,0.0237,0.0046
20130906,0.0107,0.0251,0,0.0358,0.0064
20130907,0.0104,0.0342,0,0.0446,0.0058
20130908,0.0064,0.0397,0,0.0461,0.0046
20130909,0.0035,0.0428,0,0.0463,0.0204
20130910,0.0007,0.043,0,0.0437,0.0287
20130911,0.0002,0.046,0,0.0462,0.0186
20130912,0.0001,0.0499,0,0.05,0.0202
20130913,0,0.0446,0.0002,0.0448,0.0128
20130914,0,0.0399,0.0001,0.04,0.0098
20130915,0.0001,0.0328,0.0007,0.0336,0.0014
20130916,0.0028,0.0334,0.0004,0.0366,0.0044
20130917,0.0052,0.0258,0.0002,0.0312,0.0032
20130918,0.005,0.0253,0,0.0303,0.016
20130919,0.0058,0.0322,0,0.038,0.021
20130920,0.0051,0.0222,0,0.0273,0.0016
20130921,0.0032,0.0215,0,0.0247,0
20130922,0.0028,0.0122,0,0.015,0
20130923,0.0029,0.0075,0,0.0104,0.0002
20130924,0.0059,0.0121,0.0001,0.0181,0.002
20130925,0.0024,0.0122,0,0.0146,0.0008
20130926,0.0027,0.0152,0,0.0179,0.0068
20130927,0.0022,0.0148,0,0.017,0.008
20130928,0.0029,0.0147,0,0.0176,0.006
20130929,0.0014,0.0143,0,0.0157,0
20130930,0,0.005,0,0.005,0
20131001,0,0.0114,0.0002,0.0116,0.0024
20131002,0,0.0199,0,0.0199,0.0048
20131003,0.0004,0.0367,0.0001,0.0372,0.009
20131004,0.0002,0.0413,0,0.0415,0.0148
20131005,0.0012,0.0403,0,0.0415,0.0084
20131006,0.0008,0.045,0,0.0458,0.0196
20131007,0.0001,0.0391,0.0008,0.04,0.0192
20131008,0.0004,0.0426,0.0018,0.0448,0.0128
20131009,0.0031,0.0471,0.0003,0.0505,0.0182
20131010,0.001,0.0399,0,0.0409,0.0148
20131011,0.0026,0.0301,0,0.0327,0.0182
20131012,0.004,0.0235,0,0.0275,0.0046
20131013,0.0059,0.0227,0.0032,0.0318,0.0018
20131014,0.0063,0.0184,0.0015,0.0262,0.001
20131015,0.0052,0.0221,0.0002,0.0275,0.0002
20131016,0.0054,0.022,0,0.0274,0.0128
20131017,0.0036,0.0175,0.0001,0.0212,0.0116
20131018,0.0038,0.014,0.0003,0.0181,0.0014
20131019,0.0032,0.0109,0.0013,0.0154,0.0002
20131020,0.0011,0.0087,0.0018,0.0116,0.0012
20131021,0.0004,0.0055,0.0021,0.008,0.0012
20131022,0.0013,0.0041,0.0026,0.008,0.0004
20131023,0,0.0008,0.0016,0.0024,0
20131024,0,0.0005,0.003,0.0035,0
20131025,0.0027,0.0026,0.0046,0.0099,0.0006
20131026,0.0009,0.0013,0.0009,0.0031,0.0004
20131027,0.0016,0.0013,0,0.0029,0.0002
20131028,0.0053,0.0094,0.0001,0.0148,0.0024
20131029,0.0021,0.0102,0,0.0123,0.0012
20131030,0,0.0157,0,0.0157,0.002
20131031,0,0.0202,0,0.0202,0.0042
20131101,0.0005,0.0165,0,0.017,0.005
20131102,0,0.0154,0,0.0154,0.0138
20131103,0,0.0149,0,0.0149,0.0114
20131104,0.0001,0.0136,0,0.0137,0.0006
20131105,0.0001,0.0119,0,0.012,0.0036
20131106,0.0003,0.0118,0,0.0121,0.0114
20131107,0.0001,0.0097,0,0.0098,0.0072
20131108,0.0001,0.0127,0,0.0128,0.0002
20131109,0,0.0135,0,0.0135,0.0002
20131110,0.0022,0.0263,0.0003,0.0288,0.0028
20131111,0.0087,0.0346,0,0.0433,0.003
20131112,0.0132,0.0384,0.0001,0.0517,0.0231
20131113,0.0184,0.0347,0.0003,0.0534,0.0204
20131114,0.018,0.027,0,0.045,0.0086
20131115,0.0156,0.017,0,0.0326,0.0006
20131116,0.013,0.0087,0,0.0217,0
20131117,0.0044,0.0033,0,0.0077,0
20131118,0.0006,0,0,0.0006,0
20131119,0,0.0003,0,0.0003,0
20131120,0,0.0008,0.0001,0.0009,0.0002
20131121,0.0004,0.002,0,0.0024,0.001
20131122,0,0.0009,0.0002,0.0011,0
20131123,0,0.0037,0,0.0037,0.002
20131124,0.0043,0.0058,0.0015,0.0116,0.0016
20131125,0.0044,0.0068,0.0007,0.0119,0.0008
20131126,0.0046,0.0077,0.0001,0.0124,0.003
20131127,0.0012,0.0018,0,0.003,0.0008
20131128,0.0003,0.0025,0,0.0028,0
20131129,0.0012,0.0041,0,0.0053,0.0002
20131130,0,0.0109,0,0.0109,0.002
20131201,0,0.0176,0,0.0176,0.0006
20131202,0.0001,0.016,0,0.0161,0.0074
20131203,0.0032,0.0158,0,0.019,0.0146
20131204,0.0043,0.0157,0,0.02,0.0072
20131205,0.0018,0.0298,0,0.0316,0.0014
20131206,0.0004,0.0226,0,0.023,0
20131207,0.0021,0.0184,0,0.0205,0
20131208,0.0092,0.0248,0,0.034,0
20131209,0.0177,0.029,0,0.0467,0.001
20131210,0.0244,0.0366,0,0.061,0.019
20131211,0.0384,0.0372,0,0.0756,0.0257
20131212,0.0342,0.0309,0.0017,0.0668,0.006
20131213,0.0304,0.0219,0.0012,0.0535,0
20131214,0.0223,0.0129,0.0014,0.0366,0
20131215,0.0124,0.0021,0.0011,0.0156,0.0004
20131216,0.0051,0.0002,0,0.0053,0
20131217,0.0019,0.0009,0,0.0028,0
20131218,0.0056,0.0058,0,0.0114,0
20131219,0.0208,0.0153,0.0001,0.0362,0.0006
